School_Code,Year,Major_Code,Major_Name,Admission_Quota,Cutoff_Score,Subject_Combinations,Program_Type,Note
SGU,2020,7140114,Quản lý giáo dục,45,22.1,D01,Đại trà,
SGU,2020,7140201,Giáo dục Mầm non,180,18.5,"M01, M02",Đại trà,
SGU,2020,7140202,Giáo dục Tiểu học,180,22.8,D01,Đại trà,
SGU,2020,7140205,Giáo dục chính trị,30,21.25,"C00, C19",Đại trà,
SGU,2020,7140209,Sư phạm Toán học,60,25.18,A00,Đại trà,Môn chính: Toán
SGU,2020,7140211,Sư phạm Vật lí,30,24.48,A00,Đại trà,Môn chính: Lý
SGU,2020,7140212,Sư phạm Hóa học,30,24.98,A00,Đại trà,Môn chính: Hóa
SGU,2020,7140213,Sư phạm Sinh học,30,20.1,B00,Đại trà,Môn chính: Sinh
SGU,2020,7140217,Sư phạm Ngữ văn,45,24.25,C00,Đại trà,Môn chính: Văn
SGU,2020,7140218,Sư phạm Lịch sử,30,22.5,C00,Đại trà,Môn chính: Sử
SGU,2020,7140219,Sư phạm Địa lí,30,22.9,C00,Đại trà,Môn chính: Địa
SGU,2020,7140221,Sư phạm Âm nhạc,30,24,N00,Đại trà,
SGU,2020,7140222,Sư phạm Mĩ thuật,30,18.25,H00,Đại trà,
SGU,2020,7140231,Sư phạm Tiếng Anh,150,24.96,D01,Đại trà,Môn chính: Anh
SGU,2020,7140247,Sư phạm Khoa học tự nhiên,30,22.55,A00,Đại trà,
SGU,2020,7140249,Sư phạm Lịch sử - Địa lý,30,21.75,C00,Đại trà,
SGU,2020,7220201,Ngôn ngữ Anh,320,24.29,D01,Đại trà,Môn chính: Anh
SGU,2020,7310401,Tâm lý học,100,22.15,D01,Đại trà,
SGU,2020,7310601,Quốc tế học,140,21.18,D01,Đại trà,Môn chính: Anh
SGU,2020,7310630,Việt Nam học,170,22,C00,Đại trà,
SGU,2020,7320201,Thông tin - thư viện,60,20.1,D01,Đại trà,
SGU,2020,7340101,Quản trị kinh doanh,440,24.26,D01,Đại trà,Môn chính: Toán
SGU,2020,7340120,Kinh doanh quốc tế,90,25.55,D01,Đại trà,Môn chính: Toán
SGU,2020,7340201,Tài chính - ngân hàng,460,23.7,D01,Đại trà,Môn chính: Toán
SGU,2020,7340301,Kế toán,440,23.48,D01,Đại trà,Môn chính: Toán
SGU,2020,7340406,Quản trị Văn phòng,90,24.18,D01,Đại trà,Môn chính: Văn
SGU,2020,7380101,Luật,200,23.35,D01,Đại trà,
SGU,2020,7460112,Toán ứng dụng,80,18.81,A00,Đại trà,Môn chính: Toán
SGU,2020,7210205,Thanh nhạc,100,22.25,N00,Đại trà,
SGU,2020,7440301,Khoa học Môi trường,10,17,A00,Đại trà,
SGU,2020,7480103,Kỹ thuật Phần mềm,60,23.75,A00,Đại trà,Môn chính: Toán
SGU,2020,7510301,"Công nghệ kỹ thuật điện, điện tử",90,21.3,A00,Đại trà,
SGU,2020,7510302,Công nghệ kỹ thuật điện tử - viễn thông,50,19.4,A00,Đại trà,
SGU,2020,7510406,Công nghệ kỹ thuật môi trường,50,17.1,A00,Đại trà,
SGU,2020,7520201,Kỹ thuật điện,40,18.25,A00,Đại trà,
SGU,2020,7520207,Kỹ thuật điện tử - viễn thông,40,15.25,A00,Đại trà,
SGU,2021,7140114,Quản lý giáo dục,45,22.55,D01,Đại trà,
SGU,2021,7140114,Quản lý giáo dục,45,23.55,C04,Đại trà,
SGU,2021,7140201,Giáo dục Mầm non,180,21.6,"M01, M02",Đại trà,
SGU,2021,7140202,Giáo dục Tiểu học,180,24.65,D01,Đại trà,
SGU,2021,7140205,Giáo dục chính trị,30,24.25,"C00, C19",Đại trà,
SGU,2021,7140209,Sư phạm Toán học,60,27.01,A00,Đại trà,Môn chính: Toán
SGU,2021,7140209,Sư phạm Toán học,60,26.01,A01,Đại trà,
SGU,2021,7140211,Sư phạm Vật lí,30,24.86,A00,Đại trà,Môn chính: Lý
SGU,2021,7140212,Sư phạm Hóa học,30,25.78,A00,Đại trà,Môn chính: Hóa
SGU,2021,7140213,Sư phạm Sinh học,30,23.28,B00,Đại trà,Môn chính: Sinh
SGU,2021,7140217,Sư phạm Ngữ văn,45,25.5,C00,Đại trà,Môn chính: Văn
SGU,2021,7140218,Sư phạm Lịch sử,30,24.5,C00,Đại trà,Môn chính: Sử
SGU,2021,7140219,Sư phạm Địa lí,30,24.53,C00,Đại trà,Môn chính: Địa
SGU,2021,7140221,Sư phạm Âm nhạc,30,24.25,N00,Đại trà,
SGU,2021,7140222,Sư phạm Mĩ thuật,30,18.75,H00,Đại trà,
SGU,2021,7140231,Sư phạm Tiếng Anh,150,26.69,D01,Đại trà,Môn chính: Anh
SGU,2021,7140247,Sư phạm Khoa học tự nhiên,30,24.01,A00,Đại trà,
SGU,2021,7140249,Sư phạm Lịch sử - Địa lý,30,23,C00,Đại trà,
SGU,2021,7220201,Ngôn ngữ Anh,320,26.06,D01,Đại trà,Môn chính: Anh
SGU,2021,7310401,Tâm lý học,100,24.05,D01,Đại trà,
SGU,2021,7310601,Quốc tế học,140,24.08,D01,Đại trà,Môn chính: Anh
SGU,2021,7310630,Việt Nam học,170,21.5,C00,Đại trà,
SGU,2021,7320201,Thông tin - thư viện,60,21.8,D01,Đại trà,
SGU,2021,7340101,Quản trị kinh doanh,440,24.26,D01,Đại trà,
SGU,2021,7340101,Quản trị kinh doanh,440,25.26,A01,Đại trà,
SGU,2021,7340120,Kinh doanh quốc tế,90,25.16,D01,Đại trà,
SGU,2021,7340120,Kinh doanh quốc tế,90,26.16,A01,Đại trà,
SGU,2021,7340201,Tài chính - ngân hàng,460,23.9,D01,Đại trà,
SGU,2021,7340201,Tài chính - ngân hàng,460,24.9,C01,Đại trà,
SGU,2021,7340301,Kế toán,440,23.5,D01,Đại trà,
SGU,2021,7340301,Kế toán,440,24.5,C01,Đại trà,
SGU,2021,7480201CLC,Công nghệ thông tin,180,23.46,A00,CLC,
SGU,2021,7340406,Quản trị Văn phòng,90,24,D01,Đại trà,
SGU,2021,7340406,Quản trị Văn phòng,90,25,C04,Đại trà,
SGU,2021,7380101,Luật,200,23.85,D01,Đại trà,
SGU,2021,7380101,Luật,200,24.85,C03,Đại trà,
SGU,2021,7460112,Toán ứng dụng,80,23.53,A00,Đại trà,
SGU,2021,7460112,Toán ứng dụng,80,22.53,A01,Đại trà,
SGU,2021,7810101,Du lịch,100,23.35,"D01, C00",Đại trà,
SGU,2021,7210205,Thanh nhạc,10,20.5,N00,Đại trà,
SGU,2021,7440301,Khoa học Môi trường,60,16.05,A00,Đại trà,
SGU,2021,7440301,Khoa học Môi trường,60,17.05,B00,Đại trà,
SGU,2021,7480103,Kỹ thuật Phần mềm,90,25.31,A00,Đại trà,
SGU,2021,7480201,Công nghệ thông tin,520,23.46,A00,Đại trà,
SGU,2021,7510301,"Công nghệ kỹ thuật điện, điện tử",50,23.5,A00,Đại trà,
SGU,2021,7510301,"Công nghệ kỹ thuật điện, điện tử",50,22.5,A01,Đại trà,
SGU,2021,7510302,Công nghệ kỹ thuật điện tử - viễn thông,50,23,A00,Đại trà,
SGU,2021,7510302,Công nghệ kỹ thuật điện tử - viễn thông,50,22,A00,Đại trà,
SGU,2021,7510406,Công nghệ kỹ thuật môi trường,40,16.05,A00,Đại trà,
SGU,2021,7510406,Công nghệ kỹ thuật môi trường,40,17.05,B00,Đại trà,
SGU,2021,7520201,Kỹ thuật điện,40,22.05,A00,Đại trà,
SGU,2021,7520201,Kỹ thuật điện,40,21.05,A01,Đại trà,
SGU,2021,7520207,Kỹ thuật điện tử - viễn thông,40,21,A00,Đại trà,
SGU,2021,7520207,Kỹ thuật điện tử - viễn thông,40,20,A01,Đại trà,
SGU,2022,7140114,Quản lý giáo dục,45,21.15,D01,Đại trà,
SGU,2022,7140114,Quản lý giáo dục,45,22.15,C04,Đại trà,
SGU,2022,7140201,Giáo dục Mầm non,180,19,"M01, M02",Đại trà,
SGU,2022,7140202,Giáo dục Tiểu học,180,23.1,D01,Đại trà,
SGU,2022,7140205,Giáo dục chính trị,30,25.5,"C00, C19",Đại trà,
SGU,2022,7140209,Sư phạm Toán học,60,27.33,A00,Đại trà,
SGU,2022,7140209,Sư phạm Toán học,60,26.33,A01,Đại trà,
SGU,2022,7140211,Sư phạm Vật lý,30,25.9,A00,Đại trà,
SGU,2022,7140212,Sư phạm Hóa học,30,26.28,A00,Đại trà,
SGU,2022,7140213,Sư phạm Sinh học,30,23.55,B00,Đại trà,
SGU,2022,7140217,Sư phạm Ngữ văn,45,26.81,C00,Đại trà,
SGU,2022,7140218,Sư phạm Lịch sử,30,26.5,C00,Đại trà,
SGU,2022,7140219,Sư phạm Địa lý,30,25.63,"C00, C04",Đại trà,
SGU,2022,7140221,Sư phạm Âm nhạc,30,23.5,N00,Đại trà,
SGU,2022,7140222,Sư phạm Mĩ thuật,30,18,H00,Đại trà,
SGU,2022,7140231,Sư phạm Tiếng Anh,150,26.18,D01,Đại trà,
SGU,2022,7140247,Sư phạm Khoa học tự nhiên,30,23.95,"A00, B00",Đại trà,
SGU,2022,7140249,Sư phạm Lịch sử - Địa lý,30,24.75,C00,Đại trà,
SGU,2022,7220201,Ngôn ngữ Anh,320,24.24,D01,Đại trà,
SGU,2022,7310401,Tâm lý học,100,22.7,D01,Đại trà,
SGU,2022,7310601,Quốc tế học,140,18,D01,Đại trà,
SGU,2022,7310630,Việt Nam học,170,22.25,C00,Đại trà,
SGU,2022,7320201,Thông tin - thư viện,60,19.95,"D01, C04",Đại trà,
SGU,2022,7340101,Quản trị kinh doanh,440,22.16,D01,Đại trà,
SGU,2022,7340101,Quản trị kinh doanh,440,23.16,A01,Đại trà,
SGU,2022,7340120,Kinh doanh quốc tế,90,24.48,D01,Đại trà,
SGU,2022,7340120,Kinh doanh quốc tế,90,25.48,A01,Đại trà,
SGU,2022,7340201,Tài chính - ngân hàng,460,22.44,"D01, C01",Đại trà,
SGU,2022,7340301,Kế toán,440,22.65,D01,Đại trà,
SGU,2022,7340301,Kế toán,440,23.65,C01,Đại trà,
SGU,2022,7340406,Quản trị Văn phòng,90,21.63,D01,Đại trà,
SGU,2022,7340406,Quản trị Văn phòng,90,22.63,C04,Đại trà,
SGU,2022,7380101,Luật,200,22.8,D01,Đại trà,
SGU,2022,7380101,Luật,200,23.8,C03,Đại trà,
SGU,2022,7460112,Toán ứng dụng,80,24.15,A00,Đại trà,
SGU,2022,7460112,Toán ứng dụng,80,23.15,A01,Đại trà,
SGU,2022,7810101,Du lịch,100,24.45,"D01, C00",Đại trà,
SGU,2022,7210205,Thanh nhạc,10,23.25,N02,Đại trà,
SGU,2022,7440301,Khoa học Môi trường,60,15.45,A00,Đại trà,
SGU,2022,7440301,Khoa học Môi trường,60,16.45,A01,Đại trà,
SGU,2022,7480103,Kỹ thuật Phần mềm,90,24.94,"A00, A01",Đại trà,
SGU,2022,7510301,"Công nghệ kỹ thuật điện, điện tử",50,23.25,A00,Đại trà,
SGU,2022,7510301,"Công nghệ kỹ thuật điện, điện tử",50,22.25,A01,Đại trà,
SGU,2022,7510302,Công nghệ kỹ thuật điện tử - viễn thông,50,22.55,A00,Đại trà,
SGU,2022,7510302,Công nghệ kỹ thuật điện tử - viễn thông,50,21.55,A01,Đại trà,
SGU,2022,7510406,Công nghệ kỹ thuật môi trường,40,15.5,A00,Đại trà,
SGU,2022,7510406,Công nghệ kỹ thuật môi trường,40,16.5,B00,Đại trà,
SGU,2022,7520201,Kỹ thuật điện,40,20,A00,Đại trà,
SGU,2022,7520201,Kỹ thuật điện,40,19,A01,Đại trà,
SGU,2022,7520207,Kỹ thuật điện tử - viễn thông,40,22.3,A00,Đại trà,
SGU,2022,7520207,Kỹ thuật điện tử - viễn thông,40,21.3,A01,Đại trà,
SGU,2022,7480201,Công nghệ thông tin,520,24.28,"A00, A01",Đại trà,
SGU,2022,7480201CLC,Công nghệ thông tin,180,23.38,"A00, A02",CLC,
SGU,2023,7140114,Quản lý giáo dục,45,22.39,D01,Đại trà,
SGU,2023,7140114,Quản lý giáo dục,45,23.39,C04,Đại trà,
SGU,2023,7220201,Ngôn ngữ Anh (CN Thương mại và Du lịch),320,24.58,D01,Đại trà,Môn chính: Anh
SGU,2023,7310401,Tâm lí học,100,23.8,D01,Đại trà,
SGU,2023,7310601,Quốc tế học,80,22.77,D01,Đại trà,Môn chính: Anh
SGU,2023,7310630,Việt Nam học (CN Văn hóa -Du lịch),150,22.2,C00,Đại trà,
SGU,2023,7320201,Thông tin - Thư viện,50,21.36,D01,Đại trà,
SGU,2023,7320201,Thông tin - Thư viện,50,21.36,C04,Đại trà,
SGU,2023,7340101,Quản trị kinh doanh,440,22.85,D01,Đại trà,Môn chính: Toán
SGU,2023,7340101,Quản trị kinh doanh,440,23.85,A01,Đại trà,Môn chính: Toán
SGU,2023,7340120,Kinh doanh quốc tế,150,23.98,D01,Đại trà,Môn chính: Toán
SGU,2023,7340120,Kinh doanh quốc tế,150,24.98,A01,Đại trà,Môn chính: Toán
SGU,2023,7340201,Tài chính - Ngân hàng,460,22.46,D01,Đại trà,Môn chính: Toán
SGU,2023,7340201,Tài chính - Ngân hàng,460,23.46,C01,Đại trà,Môn chính: Toán
SGU,2023,7340301,Kế toán,440,22.29,D01,Đại trà,Môn chính: Toán
SGU,2023,7340301,Kế toán,440,23.29,C01,Đại trà,Môn chính: Toán
SGU,2023,7340406,Quản trị văn phòng,70,23.16,D01,Đại trà,Môn chính: Văn
SGU,2023,7340406,Quản trị văn phòng,70,24.16,C04,Đại trà,Môn chính: Văn
SGU,2023,7380101,Luật,200,22.87,D01,Đại trà,
SGU,2023,7380101,Luật,200,23.87,C03,Đại trà,
SGU,2023,7440301,Khoa học môi trường,40,17.91,A00,Đại trà,
SGU,2023,7440301,Khoa học môi trường,40,18.91,B00,Đại trà,
SGU,2023,7460112,Toán ứng dụng,80,23.3,A00,Đại trà,Môn chính: Toán
SGU,2023,7460112,Toán ứng dụng,80,22.3,A01,Đại trà,Môn chính: Toán
SGU,2023,7480103,Kỹ thuật phần mềm,90,24.21,A00,Đại trà,Môn chính: Toán
SGU,2023,7480103,Kỹ thuật phần mềm,90,24.21,A01,Đại trà,Môn chính: Toán
SGU,2023,7480201,Công nghệ thông tin,400,23,A00,Đại trà,Môn chính: Toán
SGU,2023,7480201,Công nghệ thông tin,400,23.68,A01,Đại trà,Môn chính: Toán
SGU,2023,7480201CLC,Công nghệ thông tin (chương trình chất lượng cao),300,21.8,A00,CLC,Môn chính: Toán
SGU,2023,7480201CLC,Công nghệ thông tin (chương trình chất lượng cao),300,21.8,A01,CLC,Môn chính: Toán
SGU,2023,7510301,"Công nghệ kĩ thuật điện, điện tử",50,23,A00,Đại trà,
SGU,2023,7510301,"Công nghệ kĩ thuật điện, điện tử",50,22,A01,Đại trà,
SGU,2023,7510302,Công nghệ kĩ thuật điện tử -viễn thông,50,22.8,A00,Đại trà,
SGU,2023,7510302,Công nghệ kĩ thuật điện tử -viễn thông,50,21.8,A01,Đại trà,
SGU,2023,7510406,Công nghệ kĩ thuật môi trường,30,18.26,A00,Đại trà,
SGU,2023,7510406,Công nghệ kĩ thuật môi trường,30,19.26,B00,Đại trà,
SGU,2023,7520201,Kĩ thuật điện,40,21.61,A00,Đại trà,
SGU,2023,7520201,Kĩ thuật điện,40,20.61,A01,Đại trà,
SGU,2023,7520207,Kĩ thuật điện tử - viễn thông,40,21.66,A00,Đại trà,
SGU,2023,7520207,Kĩ thuật điện tử - viễn thông,40,20.66,A01,Đại trà,
SGU,2023,7810101,Du lịch,150,23.01,D01,Đại trà,
SGU,2023,7810101,Du lịch,150,23.01,C00,Đại trà,
SGU,2023,7460108,Khoa học dữ liệu,60,21.74,A00,Đại trà,Môn chính: Toán
SGU,2023,7460108,Khoa học dữ liệu,60,21.74,A01,Đại trà,Môn chính: Toán
SGU,2023,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,22.8,D01,Đại trà,
SGU,2023,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,22.8,G00,Đại trà,
SGU,2023,7140201,Giáo dục Mầm non,180,20.8,M01,Đại trà,
SGU,2023,7140201,Giáo dục Mầm non,180,20.8,M02,Đại trà,
SGU,2023,7140202,Giáo dục Tiểu học,180,24.11,D01,Đại trà,
SGU,2023,7140205,Giáo dục chính trị,30,25.33,C00,Đại trà,
SGU,2023,7140205,Giáo dục chính trị,30,25.33,C19,Đại trà,
SGU,2023,7140209,Sư phạm Toán học,50,26.31,A00,Đại trà,Môn chính: Toán
SGU,2023,7140209,Sư phạm Toán học,50,25.31,A01,Đại trà,Môn chính: Toán
SGU,2023,7140211,Sư phạm Vật lý,40,24.61,A00,Đại trà,Môn chính: Lý
SGU,2023,7140212,Sư phạm Hóa học,40,25.28,A00,Đại trà,Môn chính: Hóa
SGU,2023,7140213,Sư phạm Sinh học,40,23.82,B00,Đại trà,Môn chính: Sinh
SGU,2023,7140217,Sư phạm Ngữ văn,50,25.81,C00,Đại trà,Môn chính: Văn
SGU,2023,7140218,Sư phạm Lịch sử,40,25.66,C00,Đại trà,Môn chính: Sử
SGU,2023,7140219,Sư phạm Địa lý,40,23.45,C00,Đại trà,Môn chính: Địa
SGU,2023,7140219,Sư phạm Địa lý,40,23.45,C04,Đại trà,Môn chính: Địa
SGU,2023,7140221,Sư phạm Âm nhạc,30,23.01,N01,Đại trà,
SGU,2023,7140222,Sư phạm Mĩ thuật,30,21.26,H00,Đại trà,
SGU,2023,7140231,Sư phạm Tiếng Anh,150,26.15,D01,Đại trà,Môn chính: Anh
SGU,2023,7140247,Sư phạm khoa học tự nhiên (đào tạo giáo viên trung học cơ sở),50,24.25,A00,Đại trà,
SGU,2023,7140247,Sư phạm khoa học tự nhiên (đào tạo giáo viên trung học cơ sở),50,24.25,B00,Đại trà,
SGU,2023,7140249,Sư phạm Lịch sử - Địa lí (đào tạo giáo viên trung học cơ sở),50,24.21,C00,Đại trà,
SGU,2024,7140114,Quản lý giáo dục,45,"23,89",D01,Đại trà,
SGU,2024,7140114,Quản lý giáo dục,45,"24,89",C04,Đại trà,
SGU,2024,7140201,Giáo dục Mầm non,180,"23,51",M01,Đại trà,
SGU,2024,7140201,Giáo dục Mầm non,180,"23,51",M02,Đại trà,
SGU,2024,7140202,Giáo dục Tiểu học,180,"25,39",D01,Đại trà,
SGU,2024,7140205,Giáo dục chính trị,30,"26,86",C00,Đại trà,
SGU,2024,7140205,Giáo dục chính trị,30,"26,86",C19,Đại trà,
SGU,2024,7140209,Sư phạm Toán học,50,"27,75",A00,Đại trà,Môn chính: Toán
SGU,2024,7140209,Sư phạm Toán học,50,"26,75",A01,Đại trà,
SGU,2024,7140211,Sư phạm Vật lý,40,"26,43",A00,Đại trà,Môn chính: Lý
SGU,2024,7140212,Sư phạm Hóa học,30,"26,98",A00,Đại trà,Môn chính: Hóa
SGU,2024,7140213,Sư phạm Sinh học,40,"25,16",B00,Đại trà,Môn chính: Sinh
SGU,2024,7140217,Sư phạm Ngữ văn,50,"28,11",C00,Đại trà,Môn chính: Văn
SGU,2024,7140218,Sư phạm Lịch sử,40,"28,25",C00,Đại trà,Môn chính: Sử
SGU,2024,7140219,Sư phạm Địa lý,40,"27,91",C00,Đại trà,Môn chính: Địa
SGU,2024,7140219,Sư phạm Địa lý,40,"27,91",C04,Đại trà,Môn chính: Địa
SGU,2024,7140221,Sư phạm Âm nhạc,40,"23,93",N01,Đại trà,
SGU,2024,7140222,Sư phạm Mỹ thuật,40,"21,59",H00,Đại trà,
SGU,2024,7140231,Sư phạm Tiếng Anh,150,27,D01,Đại trà,Môn chính: Anh
SGU,2024,7140247,Sư phạm Khoa học tự nhiên,40,"25,52",A00,Đại trà,
SGU,2024,7140247,Sư phạm Khoa học tự nhiên (đào tạo giáo viên THCS),40,"25,52",B00,Đại trà,
SGU,2024,7140249,Sư phạm Lịch sử - Địa lý (đào tạo giáo viên THCS),40,"27,35",C00,Đại trà,
SGU,2024,7220201,Ngôn ngữ Anh (CN Thương mại và Du lịch),310,"25,29",D01,Đại trà,Môn chính: Anh
SGU,2024,7220201CLC,Ngôn ngữ Anh (Chương trình chất lượng cao),50,"25,07",D01,CLC,Môn chính: Anh
SGU,2024,7310401,Tâm lí học,110,"24,5",D01,Đại trà,
SGU,2024,7310601,Quốc tế học,90,"23,64",D01,Đại trà,Môn chính: Anh
SGU,2024,7310630,Việt Nam học,160,25,C00,Đại trà,
SGU,2024,7320201,Thông tin - Thư viện,50,"23,51",D01,Đại trà,
SGU,2024,7320201,Thông tin - Thư viện,50,"23,51",C04,Đại trà,
SGU,2024,7340101,Quản trị kinh doanh,410,"22,97",D01,Đại trà,Môn chính: Toán
SGU,2024,7340101,Quản trị kinh doanh,410,"23,97",A01,Đại trà,
SGU,2024,7340101,Quản trị kinh doanh,410,"22,65",D01,Đại trà,Môn chính: Toán
SGU,2024,7340101CLC,Quản trị kinh doanh(Chương trình chất lượng cao),50,"23,65",A01,CLC,
SGU,2024,7340120,Kinh doanh quốc tế,180,"24,24",D01,Đại trà,Môn chính: Toán
SGU,2024,7340120,Kinh doanh quốc tế,180,"25,24",A01,Đại trà,
SGU,2024,7340201,Tài chính - Ngân hàng,500,"23,26",D01,Đại trà,Môn chính: Toán
SGU,2024,7340201,Tài chính - Ngân hàng,500,"24,26",C01,Đại trà,
SGU,2024,7340301,Kế toán,410,"23,18",D01,Đại trà,Môn chính: Toán
SGU,2024,7340301,Kế toán,410,"24,18",C01,Đại trà,
SGU,2024,7340301,Kế toán,410,"22,8",D01,Đại trà,Môn chính: Toán
SGU,2024,7340301CLC,Kế toán (Chương trình chất lượng cao),50,"23,8",C01,CLC,
SGU,2024,7340302,Kiểm toán,60,"23,47",D01,Đại trà,Môn chính: Toán
SGU,2024,7340302,Kiểm toán,60,"24,47",C01,Đại trà,
SGU,2024,7340406,Quản trị văn phòng,70,"24,48",D01,Đại trà,Môn chính: Ngữ văn
SGU,2024,7340406,Quản trị văn phòng,70,"25,48",C04,Đại trà,
SGU,2024,7380101,Luật,210,"23,76",D01,Đại trà,
SGU,2024,7380101,Luật,210,"24,76",C03,Đại trà,
SGU,2024,7440301,Khoa học môi trường,40,"21,17",A00,Đại trà,
SGU,2024,7440301,Khoa học môi trường,40,"22,17",B00,Đại trà,
SGU,2024,7460108,Khoa học dữ liệu,80,"23,99",A00,Đại trà,Môn chính: Toán
SGU,2024,7460108,Khoa học dữ liệu,80,"22,99",A01,Đại trà,
SGU,2024,7460112,Toán ứng dụng,90,"24,94",A00,Đại trà,Môn chính: Toán
SGU,2024,7460112,Toán ứng dụng,90,"23,94",A01,Đại trà,
SGU,2024,7480103,Kỹ thuật phần mềm,100,"24,34",A00,Đại trà,Môn chính: Toán
SGU,2024,7480103,Kỹ thuật phần mềm,100,"24,34",A01,Đại trà,
SGU,2024,7480107,Trí tuệ nhân tạo,80,"22,27",A00,Đại trà,Môn chính: Toán
SGU,2024,7480107,Trí tuệ nhân tạo,80,"22,27",A01,Đại trà,
SGU,2024,7480201,Công nghệ thông tin,400,"23,82",A00,Đại trà,Môn chính: Toán
SGU,2024,7480201,Công nghệ thông tin,400,"23,82",A01,Đại trà,
SGU,2024,7480201,Công nghệ thông tin,400,"22,45",A00,Đại trà,Môn chính: Toán
SGU,2024,7480201CLC,Công nghệ thông tin(Chương trình chất lượng cao),350,"22,45",A01,CLC,
SGU,2024,7510301,"Công nghệ kĩ thuật điện, điện tử",50,24,A00,Đại trà,
SGU,2024,7510301,"Công nghệ kĩ thuật điện, điện tử",50,23,A01,Đại trà,
SGU,2024,7510302,Công nghệ kĩ thuật điện tử - viễn thông,50,"23,75",A00,Đại trà,
SGU,2024,7510302,Công nghệ kĩ thuật điện tử - viễn thông,50,"22,75",A01,Đại trà,
SGU,2024,7510406,Công nghệ kĩ thuật môi trường,30,"21,37",A00,Đại trà,
SGU,2024,7510406,Công nghệ kĩ thuật môi trường,30,"22,37",B00,Đại trà,
SGU,2024,7520201,Kĩ thuật điện,40,"23,33",A00,Đại trà,
SGU,2024,7520201,Kĩ thuật điện,40,"22,33",A01,Đại trà,
SGU,2024,7520207,Kĩ thuật điện tử - viễn thông,40,"24,08",A00,Đại trà,
SGU,2024,7520207,Kĩ thuật điện tử - viễn thông (Thiết kế vi mạch),40,"23,08",A01,Đại trà,
SGU,2024,7810101,Du lịch,150,"25,81",D01,Đại trà,
SGU,2024,7810101,Du lịch,150,"25,81",C00,Đại trà,
SGU,2024,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,"23,51",D01,Đại trà,
SGU,2024,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,"23,51",A01,Đại trà,
SGU,2025,7140114,Quản lý giáo dục,40,22.59,"B03, C02, C03, C04, D01, X01, X02, X03, X04",Đại trà,
SGU,2025,7140114,Quản lý giáo dục,40,24.21,C01,Đại trà,
SGU,2025,7140201,Giáo dục Mầm non,200,24.2,"M01, M02",Đại trà,
SGU,2025,7140202,Giáo dục Tiểu học,200,25.12,"B03, C01, C02, C03, C04, D01, X01, X02, X03, X04",Đại trà,
SGU,2025,7140202,Giáo dục Tiểu học,200,23.5,D01,Đại trà,
SGU,2025,7140205,Giáo dục chính trị,10,25.66,"B03, C01, C02, C03, C04, X01, X02, X03, X04",Đại trà,
SGU,2025,7140205,Giáo dục chính trị,10,24.04,D01,Đại trà,
SGU,2025,7140209,Sư phạm Toán học,40,27.9,"A00, A02, A03, A04, A05, A06, A07, B01, B02, B03, B08, C02, C03, C04, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55, X56, X57",Đại trà,
SGU,2025,7140209,Sư phạm Toán học,40,27.21,A01,Đại trà,
SGU,2025,7140209,Sư phạm Toán học,40,26.69,B00,Đại trà,
SGU,2025,7140209,Sư phạm Toán học,40,28.84,C01,Đại trà,
SGU,2025,7140209,Sư phạm Toán học,40,27.22,D01,Đại trà,
SGU,2025,7140209,Sư phạm Toán học,40,26.28,D07,Đại trà,
SGU,2025,7140211,Sư phạm Vật lý,10,28.33,"A00, A02, A03, A04, X05, X06, X07, X08",Đại trà,
SGU,2025,7140211,Sư phạm Vật lý,10,27.64,A01,Đại trà,
SGU,2025,7140211,Sư phạm Vật lý,10,29.27,C01,Đại trà,
SGU,2025,7140212,Sư phạm Hoá học,10,27.36,D07,Đại trà,
SGU,2025,7140212,Sư phạm Hoá học,10,28.98,"A00, A05, A06, C02, X09, X10, X11, X12",Đại trà,
SGU,2025,7140212,Sư phạm Hoá học,10,27.77,B00,Đại trà,
SGU,2025,7140213,Sư phạm Sinh học,10,24.77,"A02, B00, B01, B02, B03, B08, X13, X14, X15, X16",Đại trà,
SGU,2025,7140217,Sư phạm Ngữ văn,50,26.58,"B03, C01, C02, C03, C04, X01, X02, X03, X04",Đại trà,
SGU,2025,7140217,Sư phạm Ngữ văn,50,24.96,D01,Đại trà,
SGU,2025,7140218,Sư phạm Lịch sử,10,28.39,"C00, C03, C07, C10, C12, D14, X70, X71, X72, X73",Đại trà,
SGU,2025,7140219,Sư phạm Địa lý,10,28.55,"C00, C04, C09, C11, C13, D15, X74, X75, X76, X77",Đại trà,
SGU,2025,7140221,Sư phạm Âm nhạc,75,22,N01,Đại trà,
SGU,2025,7140222,Sư phạm Mỹ thuật,75,22,H00,Đại trà,
SGU,2025,7140231,Sư phạm Tiếng Anh,120,27.18,A01,Đại trà,
SGU,2025,7140231,Sư phạm Tiếng Anh,120,26.25,D07,Đại trà,
SGU,2025,7140231,Sư phạm Tiếng Anh,120,27.19,"B08, D01, D09, D10, D11, D12, D13, D14, D15, X25, X26, X27, X28, X78, X79, X80, X81",Đại trà,
